permanent_identifier,gnis_id,gnis_name,areasqkm,longitude,latitude
77317318,00268621,Upper Lamarck Lake,0.161000000000000,-118.650949139999994,37.210308070000004
37700651,01849391,Lake Cahuilla,0.542242640000000,-116.273567000000000,33.630675640000000
77317472,00257243,Blue Heaven Lake,0.078000000000000,-118.660675530000006,37.169615469999997
27914494,00271361,Gookins Dry Lake,0.038471390000000,-118.630481880000005,34.743365810000000
77316710,00258270,Chickenfoot Lake,0.100000000000000,-118.753013559999999,37.399573730000000
77316402,00267711,Steelhead Lake,0.080000000000000,-118.809774309999995,37.499485669999999
83450193,01120768,Fish Lake,0.483978470000000,-119.752312279999998,42.211921490000002
83448759,01120794,Fitzgerald Reservoir,0.145000000000000,-120.131553109999999,42.489994199999998
83449843,01143531,Hickey Reservoir,0.047000000000000,-120.161126289999999,42.194067009999998
83449059,01638494,Vinyard Lake,0.094318120000000,-119.831366970000005,42.487767280000000
83449701,01129323,Wool Lake,1.763000000000000,-119.740657600000006,42.302252080000002
83451685,01161448,Mud Lake,1.371757920000000,-119.718512090000004,42.200363439999997
83449529,01118285,Bull Lake,0.286000000000000,-119.957972479999995,42.328984790000000
165898980,01131120,Boy Lake Waterhole,0.029000000000000,-120.076952719999994,42.729733979999999
83450601,01122024,Horsehead Lake,0.602000000000000,-119.734243590000005,42.172141869999997
{659DF18B-39C1-4512-AC82-3C540C43FCD5},00264404,Lake Oroville,42.944052040000003,-121.422474280000003,39.551150309999997
120025133,00273032,Lake Piru,4.313544480000000,-118.753294870000005,34.482332649999996
37704725,00242255,Finney Lake,0.475236190000000,-115.503537760000000,33.060884350000002
60573862,00253447,Cora Lake,0.024740640000000,-119.567115040000004,38.182215270000000
66490955,00253558,Nelson Lake,0.060649060000000,-119.376848260000003,37.809819470000001
66755689,01664729,Buck Lake,0.165000000000000,-119.740066999999996,38.164407019999999
66759207,00253684,Doe Lake,0.063848210000000,-119.467946600000005,38.036096039999997
77256631,00259092,Davis Lake,0.430759590000000,-118.717898969999993,37.127194189999997
126876130,00863097,Crystal Reservoir,0.286000000000000,-116.323887060000004,36.408425909999998
92981296,00220786,Cedar Lake,0.030682680000000,-122.496783399999998,41.207315119999997
44566160,01664296,Lake of the Pines,0.890345300000000,-121.062493520000004,39.036256809999998
83449959,01118458,Calderwood Reservoir,0.403000000000000,-119.766459839999996,42.242353639999997
83450901,01121359,Greaser Reservoir,0.051000000000000,-119.814043710000007,42.120652010000001
83447969,01127035,Skookum Lake,0.298974640000000,-120.073086430000004,42.712207270000000
83450233,01124465,Mud Lake Reservoir,0.547000000000000,-119.712752379999998,42.216436070000000
65165889,00262958,Lost Lakes,0.049256540000000,-119.949645300000000,38.647199270000002
65180343,00263047,Lower Sunset Lake,0.123181020000000,-119.875255589999995,38.611466669999999
65167275,01667834,Whitecliff Lake,0.025803550000000,-119.635389099999998,38.438139229999997
65168551,00265946,Scotts Lake,0.131533450000000,-119.966245860000001,38.763926429999998
65167879,00268620,Upper Kinney Lake,0.071352130000000,-119.828571909999994,38.557829859999998
65165809,00257719,Burnside Lake,0.063590370000000,-119.890521690000000,38.712669069999997
65167881,00262195,Kinney Reservoir,0.135783120000000,-119.810053069999995,38.554310030000003
65175117,00268080,Tamarack Lake,0.141561790000000,-119.900780170000004,38.611330719999998
65167855,00268948,Wet Meadows Reservoir,0.125943910000000,-119.867241809999996,38.605164549999998
65167919,00257665,Bull Lake,0.021647150000000,-119.753773409999994,38.518236979999998
65167271,01667833,Tamarack Lake,0.020255900000000,-119.627337830000002,38.455861429999999
65165817,00265289,Red Lake,0.322037990000000,-119.974332020000006,38.698923080000000
83449823,01126124,Robinson Lake,0.155000000000000,-119.740526540000005,42.274210060000001
83450875,01121358,Greaser Lake,1.871000000000000,-119.800216649999996,42.117367750000000
135775121,00227662,Los Banos Reservoir,1.898954380000000,-120.943549630000007,36.983475910000003
83450237,01138054,Big Reservoir,0.165702250000000,-120.007792240000001,42.154458210000001
83447957,01119179,Commodore Lake,0.047000000000000,-120.063189850000001,42.726913650000000
153299773,00250275,Taylor Lake,0.210903410000000,-114.638585610000007,33.034157870000001
77254269,00266715,Florence Lake,3.893000000000000,-118.958126899999996,37.258193630000001
139856371,01159160,Lake Selmac,0.560198120000000,-123.578005970000007,42.261770200000001
165899032,01124460,Mule Lake,0.199000000000000,-120.160070129999994,42.589538679999997
83448039,01128348,Twin Lakes,0.170000000000000,-120.108966929999994,42.633944390000003
83451301,00863390,Little Valley Reservoir,0.166000000000000,-119.755846020000007,41.916227159999998
83449549,01125665,Priday Reservoir,0.673000000000000,-119.895314119999995,42.339118239999998
44575369,00258358,Chubb Lake,0.060312390000000,-120.614791600000004,39.324119109999998
83408634,00261471,Horr Pond,7.143324420000000,-121.429272769999997,41.108078769999999
83448597,01119175,Colvin Lake,0.174000000000000,-120.178305589999994,42.500149319999998
83451125,01119138,Coleman Lake,5.364000000000000,-119.822018889999995,42.060763229999999
158122711,01125957,Reservoir Lake,0.428000000000000,-119.720001300000007,42.325364110000002
165898982,01120013,Dog Lake,0.167124710000000,-120.093277250000000,42.709159579999998
83450427,01121359,Greaser Reservoir,0.173000000000000,-119.807735800000003,42.169817510000001
132735514,00249950,Stone Canyon Reservoir,0.549218900000000,-118.453996619999998,34.109818560000001
120025139,01802841,Castaic Lake,8.127641830000000,-118.617110479999994,34.535973960000000
55105233,00263327,McCoy Flat Reservoir,5.696000000000000,-120.954861019999996,40.468607970000001
83409920,01661804,Government Lake,0.089000000000000,-121.377269639999994,40.783677279999999
60573824,00232058,Lake Ruth,0.058685930000000,-119.575694609999999,38.173751279999998
60573898,00236474,Tower Lake,0.037255810000000,-119.551477570000003,38.160082930000002
114913113,00268622,Upper Letts Lake,0.139000000000000,-122.712552459999998,39.305868099999998
66756471,00257046,Bigelow Lake,0.205000000000000,-119.637066009999998,38.155495649999999
66759283,00253961,Tallulah Lake,0.045095420000000,-119.451149290000004,38.030837110000000
30983062,00269321,Wright Lakes,0.068293380000000,-118.355864569999994,36.625171080000001
33992903,00222909,East Kennedy Lake,0.039955920000000,-118.652484490000006,36.877425010000003
126876114,00863101,Peterson Reservoir,0.243000000000000,-116.354084540000002,36.447669070000003
83449887,01119603,Crump Reservoir,0.171000000000000,-119.996389640000004,42.221709250000004
60214169,00268960,Wheeler Lake,0.038000000000000,-119.981976349999997,38.518562590000002
77252239,00260341,Franklin Lake,0.070598980000000,-118.912231989999995,37.533694220000001
77254497,00271872,Kerckhoff Lake,0.652000000000000,-119.514629859999999,37.147435059999999
65204701,01654936,Prosser Creek Reservoir,2.850733490000000,-120.147088940000003,39.380398180000000
44585905,00268330,Tollhouse Lake,0.028000000000000,-120.517769200000004,39.432875439999997
60567476,00226381,Junction Reservoir,0.074983610000000,-119.476812620000004,38.336207350000002
60573932,00218288,Anna Lake,0.141026540000000,-119.506709680000000,38.219076170000001
120027698,01664234,Clear Lake,160.462611890000005,-122.847690689999993,39.075183090000003
55118355,00233991,Hartson Lake,1.291502430000000,-120.380905920000004,40.292954270000003
116951730,00234205,Lower Blue Lake,0.212005580000000,-123.001283330000007,39.165272860000002
27057023,00269831,Big Laguna Lake,0.117000000000000,-116.462864499999995,32.880795120000002
27836206,00250167,Swan Lake,0.041879660000000,-116.690608789999999,33.274644090000002
67268272,00254662,Bridgeport Reservoir,6.679036500000000,-119.227612550000003,38.292217970000003
66760077,01785634,Upper Gaylor Lake,0.042876470000000,-119.267389800000004,37.922598260000001
31170015,00244921,Little Lake,0.337781790000000,-117.901975710000002,35.949220969999999
77252683,00260820,Graveyard Lakes,0.026000000000000,-118.979777549999994,37.451213920000001
77317542,00268563,Tyee Lakes,0.047000000000000,-118.580221929999993,37.180813250000000
79972979,00273826,South Fork Lakes,0.023000000000000,-118.212962869999998,36.482352100000000
77317884,00265715,Saddlerock Lake,0.133000000000000,-118.553661790000007,37.127553679999998
77317458,00260522,George Lake,0.044000000000000,-118.603700989999993,37.184780949999997
83409156,00276757,Pit 7 Reservoir,1.942711700000000,-121.972073859999995,40.853900160000002
82757195,01140191,Cottonwood Reservoir,1.860000000000000,-120.514529409999994,42.256220239999998
82758137,00219839,Briles Reservoir,0.062000000000000,-120.351610480000005,41.766626029999998
104081535,00262030,Juanita Lake,0.226000000000000,-122.122036370000004,41.813884969999997
82757519,01141135,Dog Lake,0.843000000000000,-120.705614620000006,42.074425159999997
83450045,01125277,Pelican Lake,0.759000000000000,-119.881015689999998,42.204248380000003
82757409,01153866,Lost Lake,0.116000000000000,-120.902076109999996,42.094230789999997
77317310,01667287,Sky High Lake,0.070000000000000,-118.669723980000001,37.208600699999998
77317346,00265702,Lake Sabrina,0.731000000000000,-118.621505690000006,37.203743099999997
82757021,01119344,Cottonwood Meadow Lake,0.156000000000000,-120.640723559999998,42.282250370000000
120025095,01702877,Devereux Lagoon,0.158237410000000,-119.875998890000005,34.414344190000001
27832674,00241641,Dry Lake,0.052000000000000,-116.827780399999995,34.120333119999998
27557319,00273481,San Gabriel Reservoir,2.125000000000000,-117.846480189999994,34.223669870000002
78563357,00229192,Mountain Meadows Reservoir,19.587279970000001,-120.961213770000001,40.270469300000002
96583672,00268967,Whiskeytown Lake,12.754724200000000,-122.559323300000003,40.625793739999999
30983010,00269321,Wright Lakes,0.031522090000000,-118.370114180000002,36.631975799999999
34031725,00273871,Spring Lake,0.086454720000000,-118.557347890000003,36.471331630000002
79972901,00258654,Consultation Lake,0.137222820000000,-118.272349500000004,36.561537880000003
77316252,00268653,Valentine Lake,0.089158410000000,-118.936766449999993,37.576435160000003
77316136,00268523,Twin Lakes,0.066518420000000,-119.008318750000001,37.617935240000001
77316166,00263249,Lake Mary,0.440328780000000,-119.002835800000000,37.602919900000003
77316332,00259494,Lake Dorothy,0.614731860000000,-118.882538260000004,37.538732330000002
77317030,00261543,Horton Lake,0.069917760000000,-118.666170550000004,37.316547149999998
135074532,00238460,Airstrip Pond,0.021369980000000,-120.797568979999994,36.309919909999998
77317820,00265697,Ruwau Lake,0.104000000000000,-118.548173480000003,37.137986800000000
77317374,00257373,Bottleneck Lake,0.043000000000000,-118.646806179999999,37.185760920000000
77316328,00257459,Bright Dot Lake,0.107947750000000,-118.861734900000002,37.545225960000003
82757981,00261566,Householder Reservoir,0.120000000000000,-120.558877620000004,41.895158520000003
77316292,00260518,Lake Genevieve,0.181000000000000,-118.885272259999994,37.558087700000002
77317916,00260101,Fifth Lake,0.085000000000000,-118.508579100000006,37.130776920000002
82757953,00262462,Lily Lake,0.023000000000000,-120.209927469999997,41.976708629999997
77317982,00265793,Sam Mack Lake,0.045000000000000,-118.512189350000000,37.115197559999999
84814524,00246164,Moon Lake,9.057170690000000,-120.400155470000001,41.094450809999998
77316882,00258179,Chalfant Lakes,0.037917770000000,-118.761609500000006,37.348083600000002
77316268,00262356,Laurel Lakes,0.031424070000000,-118.913767550000003,37.576437159999998
66755309,00261317,High Emigrant Lake,0.060000000000000,-119.631510419999998,38.209332019999998
66759257,00267571,Spiller Lake,0.108181250000000,-119.370648979999999,38.047535220000000
77316826,00267573,Split Lake,0.018748870000000,-118.744054270000007,37.367645549999999
55100417,00265630,Round Valley Reservoir,1.134920990000000,-120.666179159999999,40.512253579999999
77318098,00236383,Tinemaha Reservoir,2.719280550000000,-118.220239890000002,37.060065240000000
77316440,00259094,Davis Lake,0.262000000000000,-118.758230859999998,37.501727729999999
79973413,00263267,Matlock Lake,0.035485310000000,-118.357543949999993,36.763659980000000
121531028,01733971,Cameron Park Lake,0.148000000000000,-120.994132019999995,38.684043510000002
60206841,00269748,Bear River Reservoir,0.667000000000000,-120.210124109999995,38.567532919999998
27736241,00249145,Santee Recreational Lakes,0.030000000000000,-117.006082730000003,32.852249030000003
27736295,00249145,Santee Recreational Lakes,0.031000000000000,-117.008747439999993,32.862139300000003
84812204,00259043,Dannhauser Reservoir,0.349687710000000,-120.484845370000002,41.406611990000002
77316912,00264763,Pine Lake,0.067353660000000,-118.728758929999998,37.352177380000001
27831940,00243068,Guajome Lake,0.102000830000000,-117.277484729999998,33.244564580000002
83408936,00257465,Lake Britton,4.363000000000000,-121.652071570000004,41.030384750000003
84812252,00264577,Payne Reservoir,1.799028130000000,-120.461273610000006,41.396914950000003
77316232,00256331,Arrowhead Lake,0.033555690000000,-118.978930989999995,37.583281220000003
66756817,00230612,Phoenix Reservoir,0.408294910000000,-120.322255530000007,38.000488490000002
33993613,00259525,Dragon Lake,0.095347040000000,-118.385770059999999,36.800740820000001
84809940,00259115,Dead Horse Reservoir,1.903000000000000,-120.594372620000001,41.701064680000002
77316140,00261529,Horseshoe Lake,0.210248370000000,-119.019445020000006,37.608779349999999
55118371,00272010,Lake Leavitt,1.226921800000000,-120.512751010000002,40.367670080000003
77316960,00261439,Honeymoon Lake,0.036077070000000,-118.743461550000006,37.339639310000003
77316094,00219125,Big Alkali Lake,0.161894240000000,-118.786304049999998,37.679785219999999
79972969,02130540,Cottonwood Lake Number One,0.030448510000000,-118.210568010000003,36.489769760000001
84814580,00257240,Blue Door Flat,0.032877840000000,-120.343940799999999,41.058457230000002
77317044,00268617,Upper Horton Lakes,0.068371530000000,-118.680415479999994,37.303181799999997
77316620,00265653,Ruby Lake,0.146604580000000,-118.770441009999999,37.415015959999998
84814224,00254968,Nelson Corral Reservoir,0.541984970000000,-120.554986990000003,41.110259669999998
77316786,00263034,Lower Morgan Lake,0.060953640000000,-118.732940209999995,37.385966820000000
77316322,00263564,Mildred Lake,0.034440460000000,-118.874426880000001,37.546512040000003
77316238,00261055,Hammil Lake,0.016387660000000,-118.998940719999993,37.577265990000001
77316674,00262851,Long Lake,0.092077490000000,-118.759360529999995,37.404755850000001
82758101,00224325,Goose Lake,5.034670430000000,-120.477157140000003,41.775515470000002
84069469,01158280,Harpold Reservoir,0.495000000000000,-121.348359079999994,42.102276650000000
65204699,00267662,Stampede Reservoir,13.072381820000000,-120.135346080000005,39.478190789999999
27725599,00272249,Loveland Reservoir,1.489000000000000,-116.772448400000002,32.787143579999999
66755561,00260511,Gem Lake,0.017000000000000,-119.794121540000006,38.162032429999996
66759363,00253863,Smedberg Lake,0.175957770000000,-119.485371850000007,38.013985249999998
65166245,00860672,Mud Lake,1.181000000000000,-119.734582990000007,38.842125830000001
104080717,00232041,Russell Lake,0.065122910000000,-121.862973629999999,41.742384639999997
104078229,00264405,Orr Lake,0.319000000000000,-121.992555740000000,41.662538789999999
{CD68EA00-17CF-47C9-877F-E533BFD8E757},01702872,Campus Lagoon,0.133379680000000,-119.847388030000005,34.408818889999999
113302487,00232057,Ruth Lake,4.349965640000000,-123.412746139999996,40.344854300000002
77253433,00262038,Jumble Lake,0.044000000000000,-118.796224010000003,37.349962550000001
84069487,01117577,Big Adobe Reservoir,0.613000000000000,-121.152801859999997,42.136311069999998
27730329,00242956,Grassmont Reservoir,0.040000000000000,-116.988884279999994,32.785241270000000
61228227,00232653,Lake Schmidell,0.158000000000000,-120.208867409999996,38.929169790000003
77316434,00256958,Big McGee Lake,0.133000000000000,-118.840484410000002,37.488583149999997
{336A89E1-D38C-49AF-92E4-8AABCDE22479},00261813,Iron Gate Reservoir,3.837446480000000,-122.421557690000000,41.965351900000002
83408822,00264817,Pit Four Reservoir,0.293000000000000,-121.760838840000005,40.997606730000001
60218527,00273425,Salt Springs Reservoir,3.713548140000000,-120.182099339999994,38.497090010000001
77316442,00267667,Stanford Lake,0.032000000000000,-118.784531090000002,37.492192439999997
61233857,00260398,French Meadows Reservoir,5.745000000000000,-120.439552870000000,39.113548119999997
83408880,00276966,Pit Six Reservoir,1.089396950000000,-121.994155030000002,40.924975269999997
113881231,00235525,Stone Lake,1.234424030000000,-121.494946679999998,38.344122859999999
120026942,00253897,Shasta Lake,18.152431090000000,-122.293201389999993,40.795258730000000
82758197,01124394,Moss Flat,0.865948530000000,-120.427645900000002,42.417432210000001
77317210,00264829,Piute Lake,0.087000000000000,-118.671478370000003,37.235285529999999
77317238,00262760,Loch Leven,0.044000000000000,-118.655358559999996,37.231422369999997
77317688,00267526,South Lake,0.711000000000000,-118.570352549999996,37.165308080000003
77316272,00258663,Convict Lake,0.695000000000000,-118.858300650000004,37.589304130000002
82757903,00257152,Black Reservoir,0.043000000000000,-120.551254209999996,41.943565079999999
37704777,00242701,Gieselmann Lake,0.157365090000000,-115.476237049999995,33.022611150000003
116949890,00230738,Pinkeye Lake,0.058730350000000,-122.657684660000001,38.908108859999999
66755135,00256673,Bear Lake,0.102000000000000,-119.864228810000000,38.175425480000001
66759947,00253969,Young Lakes,0.022377900000000,-119.339543669999998,37.937301089999998
113895625,01828927,North Stone Lake,0.457717460000000,-121.498061100000001,38.390922410000002
77316542,00266001,Serene Lake,0.016000000000000,-118.744338790000000,37.438392630000003
77317306,00263027,Lower Lamarck Lake,0.063000000000000,-118.642695459999999,37.217194630000002
79972923,00259354,Diaz Lake,0.311566320000000,-118.054907090000000,36.562013989999997
132735543,00249479,Silver Lake Reservoir,0.299000000000000,-118.264339460000002,34.097478690000003
34031479,00254912,Lion Lake,0.165988310000000,-118.540236899999996,36.588733410000003
77253647,00259275,Den Lake,0.028000000000000,-118.794278689999999,37.322516640000003
83447983,01120656,Feather Bed Lake,0.177000000000000,-120.081803219999998,42.696668480000000
83449415,01121637,Hart Lake,29.157506089999998,-119.852349590000003,42.402529119999997
77317792,00261297,Hidden Lake,0.056000000000000,-118.488709119999996,37.157770470000003
82758189,00252588,Davis Creek Orchards Reservoir,0.674308140000000,-120.395973620000007,41.705475679999999
77316682,00268084,Tamarack Lakes,0.041000000000000,-118.709329859999997,37.411762379999999
77317924,00260312,Fourth Lake,0.033000000000000,-118.502170620000001,37.130768279999998
82757343,01637878,Junipers Reservoir,0.624000000000000,-120.524670150000006,42.199096120000000
77317686,00260853,Green Lake,0.068000000000000,-118.531927359999997,37.169405959999999
77317684,00259787,Echo Lake,0.187000000000000,-118.643294299999994,37.145121170000003
27741113,00245983,Lake Miramar,0.587417220000000,-117.102476490000001,32.914759560000000
66758513,00218355,Ardeth Lake,0.106046740000000,-119.691590599999998,38.051240479999997
66759341,00233181,Sister Lake,0.093580470000000,-119.475312860000003,38.019091209999999
66760467,00264530,Parker Pass Lake,0.026730050000000,-119.211179049999998,37.835061170000003
33993829,00222910,East Lake,0.124958820000000,-118.443429870000003,36.725970279999999
33994295,00224195,Glacier Lake,0.027061890000000,-118.534375100000005,36.595593819999998
121531045,01744747,Patterson Lake,0.110349400000000,-120.830863480000005,38.684472630000002
